1134 1139 1144 1149 1154 1159 1164 1169 1174 1179 1184 1189 1194 1199 1204 1209 1214 1219 1224 1229 1234 1239 1244 1249 1254 1259 1264 1269 1274 1295 1300 1305 1310 1315 1320 1325 1330 1335 1340 1345 1350 1355 1360 1365 1370 1375 1380 1385 1390 1395 1400 1405 1410 1415 1420 1425 1430
4.885797114010963e-06 4.787755984607906e-06 4.713489842513227e-06 4.735199692705489e-06 4.7784485923017495e-06 4.879469918145371e-06 4.927128206666398e-06 5.090850392818559e-06 5.15178364251108e-06 5.409926268187645e-06 5.432407030561909e-06 5.473950213727599e-06 5.739104054931698e-06 5.817675997701938e-06 5.791799686870484e-06 5.813510640407913e-06 5.919006684936984e-06 6.069346625282098e-06 6.113738542903514e-06 6.077017393236751e-06 6.142944187065456e-06 6.077323510220381e-06 6.0315095342750314e-06 6.03393886088309e-06 5.908580035451082e-06 5.85115162099207e-06 5.826107451379306e-06 5.627519099393904e-06 5.658009437485419e-06 5.630844763743024e-06 5.672274118192269e-06 5.5822822581877175e-06 5.65847338853098e-06 5.972442833036891e-06 5.9201130527291825e-06 5.8917168914499645e-06 5.899479348496698e-06 6.203180774508649e-06 6.190678724687938e-06 6.056401802240287e-06 6.117488490547525e-06 6.356429476377104e-06 6.258437799147606e-06 6.24689194497589e-06 6.3587517420493495e-06 6.44245101671056e-06 6.4023120118422186e-06 6.315380882946153e-06 6.292531563694942e-06 6.427649865424248e-06 6.3680743675560694e-06 6.102822585011076e-06 6.19616102714398e-06 6.149117419674539e-06 6.2404201300884755e-06 5.90617663436457e-06 6.0269090865381226e-06
4.916023102906068e-06 4.873309105308387e-06 4.752957668230419e-06 4.749528365900715e-06 4.8460096205578055e-06 4.940918732209036e-06 4.924616030740943e-06 5.0920156150170196e-06 5.190451290942636e-06 5.370707691511361e-06 5.391754072345527e-06 5.466202674362947e-06 5.759790177456652e-06 5.864327841634872e-06 5.821370859398367e-06 5.8024223882308275e-06 5.959112702425401e-06 6.1062246586809784e-06 6.241673313962351e-06 6.143056282395135e-06 6.2167951109733965e-06 6.219012593999937e-06 6.0685111046980535e-06 6.024917526215172e-06 5.88174668332283e-06 5.764819759525213e-06 5.791689165650563e-06 5.655756352300768e-06 5.6905473188837e-06 5.543981679326107e-06 5.606233215774545e-06 5.531819872116674e-06 5.697234601221519e-06 5.959282879522049e-06 5.927344703554368e-06 5.966621392397594e-06 5.906735236340958e-06 6.247237453019061e-06 6.260300712058006e-06 6.1348341677476794e-06 6.2100181157419064e-06 6.52021998238568e-06 6.396758673598252e-06 6.3567530142809344e-06 6.4606718561567056e-06 6.609477404017343e-06 6.545610897085236e-06 6.50313517725783e-06 6.47205889752838e-06 6.570560291074339e-06 6.489391173617323e-06 6.22377516701644e-06 6.316233894482927e-06 6.311100420763779e-06 6.317891304633927e-06 6.01493047970482e-06 6.154112746183588e-06
4.941950149310319e-06 4.954122351536572e-06 4.829737664959035e-06 4.819638005845053e-06 4.959435869169078e-06 5.054721131875638e-06 4.972573864692993e-06 5.131879878689711e-06 5.247968104496962e-06 5.360724227358167e-06 5.394568121575074e-06 5.462948604381005e-06 5.765959310669059e-06 5.884440549970831e-06 5.81101418729848e-06 5.773410154735602e-06 5.9433750983161066e-06 6.077752055780653e-06 6.257886684341022e-06 6.173387561900703e-06 6.2598977749148165e-06 6.306698713339108e-06 6.093747341023172e-06 6.0382179841287355e-06 5.880336937582449e-06 5.727328513251527e-06 5.7898091366474e-06 5.706510506542616e-06 5.749247354531632e-06 5.529025233363027e-06 5.575271690103601e-06 5.543759283571852e-06 5.7546633195593125e-06 5.949337473330958e-06 5.959986443406867e-06 6.030570506623889e-06 5.93990550944591e-06 6.2837143786128156e-06 6.298494345212487e-06 6.192049270289095e-06 6.309818826726635e-06 6.630181773341693e-06 6.4984396627718634e-06 6.4472078717672206e-06 6.5032421234991475e-06 6.704477161011341e-06 6.687469970209663e-06 6.6547092880286575e-06 6.576007620626958e-06 6.645855685305417e-06 6.5681473155269846e-06 6.30414075892612e-06 6.381301011147491e-06 6.415040220181403e-06 6.3851423564524655e-06 6.123482393773356e-06 6.251919764507246e-06
4.975031355401172e-06 5.043803066313383e-06 4.943558000555235e-06 4.944166202963326e-06 5.105983074318574e-06 5.208531279130577e-06 5.07617758236681e-06 5.200687694617503e-06 5.330476802143384e-06 5.3842712475202585e-06 5.428888355385151e-06 5.474787544044827e-06 5.767269452125765e-06 5.893832028248478e-06 5.785035591039092e-06 5.741400492002508e-06 5.911104306071823e-06 6.011592846367155e-06 6.216829681451892e-06 6.185563590548037e-06 6.282488348298722e-06 6.3495491343123185e-06 6.1045877818328795e-06 6.071592024450143e-06 5.902598959448804e-06 5.733622914584721e-06 5.8226986411637745e-06 5.783432846055949e-06 5.824873397182745e-06 5.561834195281394e-06 5.556882626956611e-06 5.590772310453727e-06 5.826508477549458e-06 5.934882094546132e-06 6.003640917416152e-06 6.092482699842815e-06 5.995185586196883e-06 6.313345590677484e-06 6.343971259960901e-06 6.250085983787708e-06 6.429727602956432e-06 6.728469936432478e-06 6.592252137212439e-06 6.531997638583926e-06 6.538740284458504e-06 6.790617200222727e-06 6.8441514275503695e-06 6.78814681029459e-06 6.672269709358154e-06 6.715824633227242e-06 6.633372332421363e-06 6.399749327060358e-06 6.448490471752854e-06 6.5076646968491685e-06 6.479558701648076e-06 6.244496795533042e-06 6.345929291432962e-06
5.024945714942217e-06 5.132957330887238e-06 5.08655216831887e-06 5.110203690134147e-06 5.257588174065823e-06 5.378850692224735e-06 5.233958416067272e-06 5.289227686557127e-06 5.435534626740608e-06 5.443771069273175e-06 5.486690835495174e-06 5.4929223606550734e-06 5.756552558525797e-06 5.887588510540514e-06 5.755174551030105e-06 5.7281237258476765e-06 5.86977512618007e-06 5.920008114323896e-06 6.128644303359693e-06 6.1756701555395145e-06 6.26354028827669e-06 6.336168907496397e-06 6.0968415863648794e-06 6.108932201888583e-06 5.9458100632567235e-06 5.790492211584702e-06 5.8918521983298786e-06 5.883070667536437e-06 5.9144364315447855e-06 5.655862607497923e-06 5.572066016202349e-06 5.679324785849881e-06 5.919637923612477e-06 5.929541626778323e-06 6.057055847242146e-06 6.149900077969457e-06 6.067073437410389e-06 6.334761639135847e-06 6.406085935964057e-06 6.308469822300935e-06 6.547410184244444e-06 6.798118804618042e-06 6.662931098899197e-06 6.594305496849154e-06 6.567030038487187e-06 6.857136998201169e-06 6.9812181237499816e-06 6.8769497683767716e-06 6.752995327930789e-06 6.77960301365781e-06 6.672879527151103e-06 6.495727073673973e-06 6.516260155872044e-06 6.590427879722914e-06 6.575722382512448e-06 6.359147543905801e-06 6.433763568420731e-06
5.1062647374008795e-06 5.226843223712312e-06 5.249334040421822e-06 5.292011369183484e-06 5.4004601352656915e-06 5.55202578804976e-06 5.427551800347212e-06 5.398565912688351e-06 5.552043800914122e-06 5.525510100519545e-06 5.546166124634229e-06 5.510990220242406e-06 5.7365828413126654e-06 5.875520408913817e-06 5.732371688407682e-06 5.735549252080157e-06 5.823941516500841e-06 5.820827608185967e-06 6.015989809974557e-06 6.144947328765586e-06 6.201363325072246e-06 6.291846276339769e-06 6.086866602711162e-06 6.1278724453634035e-06 5.9961225296833455e-06 5.87710016819514e-06 5.977916459001049e-06 5.995759983940682e-06 6.0169077375867765e-06 5.798087711726842e-06 5.63361470998488e-06 5.80152812196579e-06 6.049394432870532e-06 5.955265439565096e-06 6.126213036553236e-06 6.208896075173503e-06 6.148895901878217e-06 6.360807623054347e-06 6.487977972191454e-06 6.377878985382099e-06 6.6383090953095026e-06 6.8426112708191045e-06 6.718377227224216e-06 6.629376890341929e-06 6.596920728977851e-06 6.904399455569738e-06 7.078744499028967e-06 6.919164357178973e-06 6.817322417597561e-06 6.837534680854298e-06 6.690384275602139e-06 6.56308672019057e-06 6.5789329909500765e-06 6.6690242955758746e-06 6.650633842743022e-06 6.4690688491056305e-06 6.529638977642595e-06
5.22334211429479e-06 5.329101494747061e-06 5.421819580311945e-06 5.476126509683101e-06 5.537769117220119e-06 5.721741728737915e-06 5.629723615945864e-06 5.534479823786355e-06 5.661375991206207e-06 5.6145944610369625e-06 5.601795540716646e-06 5.545341182399848e-06 5.724090517050248e-06 5.872392496427229e-06 5.714759559583745e-06 5.739039579657859e-06 5.773764468001769e-06 5.728886889849334e-06 5.890910555751706e-06 6.086186677518224e-06 6.105856428375876e-06 6.242163083233991e-06 6.09148207249354e-06 6.123955218055246e-06 6.041300422749098e-06 5.977768155448734e-06 6.055954139215914e-06 6.111385524590192e-06 6.127793235785775e-06 5.968055250754378e-06 5.74801634967995e-06 5.945991478966683e-06 6.216185768851787e-06 6.033610808259713e-06 6.222159077632617e-06 6.272650504517188e-06 6.237347311187684e-06 6.4048317668893764e-06 6.572797803148509e-06 6.466697172004318e-06 6.693473858796192e-06 6.862943940432026e-06 6.768991872866147e-06 6.648191556423425e-06 6.636867542354976e-06 6.926408384210244e-06 7.120244206271288e-06 6.919200238661658e-06 6.857023764811692e-06 6.870392977299096e-06 6.6896428648827e-06 6.5756726477830345e-06 6.622123749952356e-06 6.7421055410016575e-06 6.688183661188237e-06 6.5803054023151295e-06 6.636871155268908e-06
5.363562444717191e-06 5.438680038755283e-06 5.589977083978292e-06 5.661455266614987e-06 5.679786309281309e-06 5.8718467440965935e-06 5.813042697944632e-06 5.684104072936432e-06 5.753861013661442e-06 5.7042124663570545e-06 5.6674652798906055e-06 5.616081741794174e-06 5.738847768372439e-06 5.8874875532332e-06 5.6994533054528456e-06 5.7143279044676664e-06 5.723377207471256e-06 5.657836051745275e-06 5.771831049125707e-06 5.9991926838635864e-06 5.998157051253107e-06 6.203293527488079e-06 6.108251558184419e-06 6.114186630611588e-06 6.0731666847834474e-06 6.088768140535869e-06 6.1076851879714804e-06 6.220135071095851e-06 6.239386504355285e-06 6.152689610651639e-06 5.909484739599879e-06 6.108595163028205e-06 6.406439283693989e-06 6.177505354759442e-06 6.356517209898246e-06 6.345128272193687e-06 6.336997694893058e-06 6.471694253984289e-06 6.64730255822044e-06 6.577133456294664e-06 6.726854765336163e-06 6.864272374908109e-06 6.820645785417424e-06 6.678095910880983e-06 6.686918080859425e-06 6.920716735346157e-06 7.099707485423115e-06 6.8958594895850425e-06 6.866555840150155e-06 6.866651293618556e-06 6.672766322376518e-06 6.541605249772923e-06 6.646391445388216e-06 6.814148548379501e-06 6.6895870873390086e-06 6.69636236730916e-06 6.7537306486647926e-06
5.503054802394619e-06 5.554937875874203e-06 5.742187109577016e-06 5.841583683466683e-06 5.828667384063064e-06 5.981217205637909e-06 5.959602798971255e-06 5.822257051121931e-06 5.837799910156347e-06 5.7984052576794154e-06 5.756276704434114e-06 5.721551962159775e-06 5.785243663885192e-06 5.917884138981305e-06 5.6896406299181376e-06 5.660433955205883e-06 5.678857736657832e-06 5.608230885939409e-06 5.678596372588176e-06 5.899840709065799e-06 5.9043754655824216e-06 6.175970597233048e-06 6.12133095273803e-06 6.1227336209561615e-06 6.09756962144559e-06 6.2050598440166295e-06 6.137135511982132e-06 6.315139294365389e-06 6.344710215069445e-06 6.3543024309318015e-06 6.109421356172363e-06 6.295599723178418e-06 6.604234268652209e-06 6.381883895741662e-06 6.5265772456220735e-06 6.431650337084796e-06 6.455878526092281e-06 6.553676842407519e-06 6.714062678299489e-06 6.706523348755753e-06 6.761505843528824e-06 6.848130881677139e-06 6.864542087976629e-06 6.7272294883844835e-06 6.735004359948207e-06 6.8887137488969114e-06 7.026696601097235e-06 6.864388925512697e-06 6.845923628181586e-06 6.828325140129193e-06 6.641856460583377e-06 6.500464506338768e-06 6.66483436211748e-06 6.88678804195948e-06 6.688296965463584e-06 6.8212274763733045e-06 6.878791070376529e-06
